date,primary_type,latitude,longitude,location_description,arrest,year
2026-01-23 15:00:00,theft,41.858389699,-87.660705812,RESTAURANT,False,2026
2026-01-23 15:00:00,motor vehicle theft,41.891997263,-87.763451809,STREET,False,2026
2026-01-23 15:00:00,theft,41.893606982,-87.718026137,NURSING / RETIREMENT HOME,False,2026
2026-01-23 15:00:00,motor vehicle theft,41.784495473,-87.698959014,STREET,False,2026
2026-01-23 15:00:00,burglary,41.86702863,-87.654645662,VEHICLE NON-COMMERCIAL,False,2026
2026-01-23 15:00:00,motor vehicle theft,41.847130663,-87.691022211,STREET,False,2026
2026-01-23 15:00:00,other offense,41.750182902,-87.595462076,APARTMENT,False,2026
2026-01-23 15:00:00,criminal sexual assault,41.845577671,-87.627475027,HOTEL / MOTEL,False,2026
2026-01-23 14:45:00,burglary,41.959321608,-87.784323943,STREET,False,2026
2026-01-23 14:43:00,theft,41.7211947,-87.664024973,SMALL RETAIL STORE,False,2026
2026-01-23 14:42:00,other offense,41.865483238,-87.721493543,APARTMENT,False,2026
2026-01-23 14:38:00,criminal damage,41.901003736,-87.772903935,STREET,False,2026
2026-01-23 14:35:00,criminal trespass,41.921159356,-87.747454725,VEHICLE NON-COMMERCIAL,True,2026
2026-01-23 14:30:00,assault,41.763456466,-87.579306774,APARTMENT,False,2026
2026-01-23 14:30:00,motor vehicle theft,41.873907817,-87.632604904,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-23 14:19:00,narcotics,41.777159455,-87.702352906,APARTMENT,False,2026
2026-01-23 14:18:00,battery,41.860690348,-87.725360729,STREET,False,2026
2026-01-23 14:17:00,other offense,41.785956173,-87.80127175,APARTMENT,False,2026
2026-01-23 14:11:00,weapons violation,41.885481891,-87.627935689,CTA PLATFORM,True,2026
2026-01-23 14:10:00,interference with public officer,41.87766908,-87.629284766,CTA TRAIN,True,2026
2026-01-23 14:00:00,battery,41.895550165,-87.706907742,RESTAURANT,False,2026
2026-01-23 14:00:00,theft,41.748296238,-87.624455721,STREET,False,2026
2026-01-23 14:00:00,criminal damage,41.822658938,-87.615737158,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-23 14:00:00,burglary,41.891131074,-87.685483846,STREET,False,2026
2026-01-23 14:00:00,theft,41.775111008,-87.716278495,STREET,False,2026
2026-01-23 14:00:00,theft,41.81791667,-87.62144331,STREET,False,2026
2026-01-23 14:00:00,theft,41.89120023,-87.646386977,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-23 13:54:00,motor vehicle theft,42.002542731,-87.661489102,STREET,False,2026
2026-01-23 13:53:00,theft,41.774319025,-87.605795029,SMALL RETAIL STORE,True,2026
2026-01-23 13:52:00,theft,41.782896906,-87.713281617,STREET,False,2026
2026-01-23 13:47:00,theft,41.883475491,-87.627876969,SMALL RETAIL STORE,False,2026
2026-01-23 13:47:00,criminal trespass,41.881183664,-87.685081252,SMALL RETAIL STORE,False,2026
2026-01-23 13:44:00,criminal trespass,41.898767916,-87.624116333,SMALL RETAIL STORE,True,2026
2026-01-23 13:37:00,other offense,41.705023916,-87.650752771,RESIDENCE,False,2026
2026-01-23 13:30:00,theft,41.973098898,-87.697381433,RESIDENCE - GARAGE,False,2026
2026-01-23 13:30:00,criminal trespass,41.680807333,-87.652967245,OTHER (SPECIFY),False,2026
2026-01-23 13:30:00,battery,41.706348672,-87.639173583,RESIDENCE,False,2026
2026-01-23 13:30:00,criminal trespass,41.904370109,-87.631460067,CTA TRAIN,False,2026
2026-01-23 13:25:00,other offense,41.790138322,-87.647481719,RESIDENCE,False,2026
2026-01-23 13:25:00,battery,41.791939738,-87.622394555,APARTMENT,False,2026
2026-01-23 13:15:00,theft,41.760065748,-87.663661519,SMALL RETAIL STORE,False,2026
2026-01-23 13:15:00,motor vehicle theft,41.754676733,-87.562653519,STREET,False,2026
2026-01-23 13:10:00,motor vehicle theft,41.709222897,-87.608214162,STREET,False,2026
2026-01-23 13:09:00,battery,41.736938415,-87.583940466,SIDEWALK,False,2026
2026-01-23 13:00:00,deceptive practice,41.776405736,-87.689664343,RESIDENCE,False,2026
2026-01-23 13:00:00,motor vehicle theft,41.840680655,-87.623264503,STREET,False,2026
2026-01-23 13:00:00,criminal trespass,41.841928696,-87.724488772,COMMERCIAL / BUSINESS OFFICE,True,2026
2026-01-23 13:00:00,burglary,41.984373985,-87.709230352,APARTMENT,False,2026
2026-01-23 13:00:00,motor vehicle theft,41.683375647,-87.66979855,STREET,False,2026
2026-01-23 13:00:00,other offense,41.706086087,-87.641593438,APARTMENT,False,2026
2026-01-23 12:58:00,battery,41.866487134,-87.697653467,STREET,False,2026
2026-01-23 12:56:00,criminal damage,41.72864439,-87.619161984,STREET,False,2026
2026-01-23 12:50:00,battery,41.793961228,-87.644290868,APARTMENT,False,2026
2026-01-23 12:40:00,other offense,41.707766086,-87.620121895,STREET,True,2026
2026-01-23 12:30:00,theft,41.881949766,-87.647367397,GROCERY FOOD STORE,False,2026
2026-01-23 12:30:00,other offense,41.891598048,-87.633193881,OTHER (SPECIFY),False,2026
2026-01-23 12:30:00,other offense,41.745098608,-87.605066006,GROCERY FOOD STORE,False,2026
2026-01-23 12:27:00,other offense,41.745246813,-87.605067996,GROCERY FOOD STORE,False,2026
2026-01-23 12:26:00,theft,41.998734156,-87.660613118,SMALL RETAIL STORE,True,2026
2026-01-23 12:25:00,theft,41.836385231,-87.66571041,SMALL RETAIL STORE,False,2026
2026-01-23 12:07:00,criminal trespass,41.883500187,-87.627876698,DEPARTMENT STORE,True,2026
2026-01-23 12:06:00,other offense,41.908670978,-87.697532701,STREET,True,2026
2026-01-23 12:05:00,theft,41.763602949,-87.565376421,APARTMENT,False,2026
2026-01-23 12:00:00,other offense,41.965576834,-87.70934766,APARTMENT,False,2026
2026-01-23 12:00:00,robbery,41.773107107,-87.680909964,STREET,False,2026
2026-01-23 12:00:00,criminal damage,41.946935061,-87.755419779,RESIDENCE,False,2026
2026-01-23 12:00:00,battery,41.657613301,-87.595762203,APARTMENT,False,2026
2026-01-23 12:00:00,criminal damage,41.894692971,-87.642158743,STREET,False,2026
2026-01-23 12:00:00,weapons violation,41.762809913,-87.634606739,STREET,False,2026
2026-01-23 12:00:00,battery,41.878584123,-87.725595072,APARTMENT,False,2026
2026-01-23 12:00:00,deceptive practice,41.798741929,-87.62580711,APARTMENT,False,2026
2026-01-23 12:00:00,criminal trespass,41.767494364,-87.582818841,RESIDENCE - PORCH / HALLWAY,False,2026
2026-01-23 12:00:00,theft,41.904579871,-87.640696598,APARTMENT,False,2026
2026-01-23 11:58:00,assault,41.761667678,-87.563654805,ABANDONED BUILDING,False,2026
2026-01-23 11:55:00,narcotics,41.895480039,-87.714217648,SIDEWALK,True,2026
2026-01-23 11:51:00,theft,41.903304304,-87.670064675,DEPARTMENT STORE,True,2026
2026-01-23 11:45:00,battery,41.882004688,-87.728948432,APARTMENT,False,2026
2026-01-23 11:45:00,battery,41.880913833,-87.68152935,APARTMENT,False,2026
2026-01-23 11:45:00,deceptive practice,41.774407354,-87.604576903,APARTMENT,False,2026
2026-01-23 11:33:00,motor vehicle theft,41.90124513,-87.764511985,STREET,False,2026
2026-01-23 11:30:00,theft,41.97551745,-87.729569215,GROCERY FOOD STORE,False,2026
2026-01-23 11:30:00,battery,41.939919138,-87.653410162,SIDEWALK,False,2026
2026-01-23 11:29:00,offense involving children,41.832043206,-87.613364699,APARTMENT,False,2026
2026-01-23 11:25:00,burglary,41.899722129,-87.643357077,STREET,False,2026
2026-01-23 11:23:00,theft,41.760065748,-87.663661519,SMALL RETAIL STORE,False,2026
2026-01-23 11:22:00,other offense,41.707062135,-87.631482564,STREET,True,2026
2026-01-23 11:20:00,theft,41.722479637,-87.574474559,RESTAURANT,False,2026
2026-01-23 11:20:00,assault,41.932552121,-87.644862959,SMALL RETAIL STORE,False,2026
2026-01-23 11:16:00,narcotics,41.874959427,-87.746257594,ALLEY,True,2026
2026-01-23 11:15:00,motor vehicle theft,41.871479405,-87.62593077,STREET,False,2026
2026-01-23 11:06:00,theft,41.750490827,-87.654302474,CONVENIENCE STORE,True,2026
2026-01-23 11:00:00,assault,41.718975473,-87.638294145,RESIDENCE,False,2026
2026-01-23 11:00:00,battery,41.851558497,-87.72400472,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-23 11:00:00,theft,41.783344836,-87.614489077,APARTMENT,False,2026
2026-01-23 10:53:00,theft,41.68901757,-87.664516041,RESIDENCE,False,2026
2026-01-23 10:52:00,assault,42.01180164,-87.690240188,GAS STATION,False,2026
2026-01-23 10:50:00,criminal trespass,41.884451738,-87.651383878,SMALL RETAIL STORE,False,2026
2026-01-23 10:46:00,battery,41.760282858,-87.572464268,RESIDENCE,False,2026
2026-01-23 10:42:00,weapons violation,41.692149841,-87.613356123,VEHICLE NON-COMMERCIAL,True,2026
2026-01-23 10:40:00,burglary,41.897659797,-87.637212153,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-23 10:40:00,theft,41.963933029,-87.708334166,RESTAURANT,False,2026
2026-01-23 10:40:00,deceptive practice,41.872702515,-87.647051383,CTA BUS,False,2026
2026-01-23 10:37:00,weapons violation,41.879674457,-87.703849759,SIDEWALK,False,2026
2026-01-23 10:35:00,weapons violation,41.702436739,-87.624578804,APARTMENT,True,2026
2026-01-23 10:34:00,motor vehicle theft,41.749309266,-87.674309126,RESIDENCE,True,2026
2026-01-23 10:30:00,motor vehicle theft,41.798624582,-87.605703547,STREET,False,2026
2026-01-23 10:30:00,battery,41.786209227,-87.792579491,RESIDENCE,False,2026
2026-01-23 10:30:00,battery,41.823923196,-87.609478618,STREET,False,2026
2026-01-23 10:30:00,criminal damage,41.979978938,-87.690542101,APARTMENT,False,2026
2026-01-23 10:15:00,narcotics,41.873761627,-87.699545765,APARTMENT,True,2026
2026-01-23 10:10:00,motor vehicle theft,41.880541389,-87.643148513,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-23 10:00:00,theft,41.904427691,-87.729431291,RESIDENCE,False,2026
2026-01-23 10:00:00,assault,41.734940556,-87.545779569,RESIDENCE,False,2026
2026-01-23 10:00:00,battery,41.783522021,-87.593125671,NURSING / RETIREMENT HOME,False,2026
2026-01-23 10:00:00,theft,41.888690774,-87.716255387,STREET,False,2026
2026-01-23 09:45:00,criminal trespass,41.879498701,-87.626921913,RESTAURANT,False,2026
2026-01-23 09:43:00,theft,41.860641151,-87.705504861,CONVENIENCE STORE,False,2026
2026-01-23 09:34:00,theft,41.754592961,-87.741528537,DEPARTMENT STORE,False,2026
2026-01-23 09:30:00,sex offense,41.810207458,-87.687767125,APARTMENT,False,2026
2026-01-23 09:30:00,theft,41.857509563,-87.661306034,LIBRARY,False,2026
2026-01-23 09:20:00,criminal trespass,41.9764212,-87.904976266,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,True,2026
2026-01-23 09:16:00,battery,41.975773105,-87.705103499,OTHER (SPECIFY),False,2026
2026-01-23 09:10:00,theft,41.977695402,-87.689987668,APARTMENT,False,2026
2026-01-23 09:08:00,battery,41.852259501,-87.670225243,GROCERY FOOD STORE,False,2026
2026-01-23 09:02:00,battery,41.772951871,-87.580167052,APARTMENT,False,2026
2026-01-23 09:00:00,deceptive practice,41.701136867,-87.612377029,RESIDENCE,False,2026
2026-01-23 09:00:00,motor vehicle theft,41.889761122,-87.765197831,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-23 09:00:00,deceptive practice,41.915280329,-87.636278533,APARTMENT,False,2026
2026-01-23 09:00:00,theft,41.90971226,-87.73926766,OTHER (SPECIFY),True,2026
2026-01-23 09:00:00,deceptive practice,41.960312361,-87.779771036,RESIDENCE,False,2026
2026-01-23 08:50:00,criminal trespass,41.853149097,-87.671731991,APARTMENT,True,2026
2026-01-23 08:28:00,battery,41.789375104,-87.701001046,ALLEY,True,2026
2026-01-23 08:21:00,battery,41.793733539,-87.775251238,STREET,False,2026
2026-01-23 08:20:00,criminal damage,41.886688163,-87.65599842,STREET,False,2026
2026-01-23 08:20:00,battery,41.974104832,-87.651281486,RESIDENCE - PORCH / HALLWAY,False,2026
2026-01-23 08:18:00,theft,41.895993315,-87.631232244,SMALL RETAIL STORE,True,2026
2026-01-23 08:11:00,battery,41.806130559,-87.658824597,RESIDENCE,False,2026
2026-01-23 08:05:00,weapons violation,41.976762981,-87.900983721,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,True,2026
2026-01-23 07:59:00,assault,41.776785504,-87.60526122,APARTMENT,False,2026
2026-01-23 07:50:00,assault,41.787350556,-87.626277055,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-23 07:46:00,other offense,41.907974791,-87.77192087,RESIDENCE,False,2026
2026-01-23 07:45:00,battery,41.681613308,-87.626897663,APARTMENT,False,2026
2026-01-23 07:41:00,battery,41.768797328,-87.584412909,APARTMENT,False,2026
2026-01-23 07:35:00,theft,41.893646656,-87.631177143,DRUG STORE,True,2026
2026-01-23 07:30:00,assault,41.762527673,-87.641478715,APARTMENT,False,2026
2026-01-23 07:30:00,theft,41.721866607,-87.682095236,BANK,False,2026
2026-01-23 07:25:00,theft,41.918599549,-87.788825092,APARTMENT,False,2026
2026-01-23 07:25:00,criminal trespass,42.019399237,-87.675049485,DEPARTMENT STORE,True,2026
2026-01-23 07:20:00,weapons violation,41.785332016,-87.586574512,APARTMENT,True,2026
2026-01-23 07:00:00,other offense,41.756330319,-87.552716204,APARTMENT,False,2026
2026-01-23 06:30:00,assault,41.953796304,-87.717035804,CLEANING STORE,False,2026
2026-01-23 06:00:00,theft,41.911892742,-87.76064067,DRIVEWAY - RESIDENTIAL,False,2026
2026-01-23 06:00:00,criminal damage,41.880801792,-87.625515824,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-23 06:00:00,deceptive practice,41.771684034,-87.571017155,RESIDENCE,False,2026
2026-01-23 06:00:00,burglary,41.888250404,-87.767697543,APARTMENT,False,2026
2026-01-23 05:34:00,burglary,41.939535914,-87.820554108,STREET,False,2026
2026-01-23 05:30:00,theft,41.882381731,-87.629412971,CTA TRAIN,False,2026
2026-01-23 05:17:00,burglary,41.879104092,-87.62434115,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-23 05:00:00,theft,41.976290414,-87.905227221,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,2026
2026-01-23 04:59:00,theft,41.895732399,-87.687784384,DRUG STORE,False,2026
2026-01-23 04:57:00,theft,41.904394115,-87.630001432,DRUG STORE,True,2026
2026-01-23 04:30:00,theft,41.895729959,-87.624991059,HOTEL / MOTEL,False,2026
2026-01-23 04:30:00,burglary,41.970207317,-87.657651632,APARTMENT,False,2026
2026-01-23 04:30:00,criminal damage,41.754569374,-87.59434901,STREET,False,2026
2026-01-23 04:15:00,robbery,41.739665718,-87.584278829,APARTMENT,False,2026
2026-01-23 04:15:00,battery,41.766526445,-87.64198926,APARTMENT,False,2026
2026-01-23 04:13:00,criminal damage,41.902674603,-87.66747411,RESTAURANT,False,2026
2026-01-23 04:07:00,interference with public officer,41.70659985,-87.668186479,STREET,False,2026
2026-01-23 04:04:00,burglary,41.799581755,-87.751493797,RESIDENCE - GARAGE,False,2026
2026-01-23 04:00:00,burglary,41.903287652,-87.670983202,COMMERCIAL / BUSINESS OFFICE,False,2026
2026-01-23 04:00:00,assault,41.684847387,-87.659554691,RESIDENCE,False,2026
2026-01-23 03:57:00,narcotics,41.745573745,-87.577086554,STREET,True,2026
2026-01-23 03:38:00,other offense,41.875651378,-87.763222518,APARTMENT,False,2026
2026-01-23 03:36:00,criminal damage,41.875865063,-87.746263993,APARTMENT,False,2026
2026-01-23 03:32:00,narcotics,41.939444419,-87.689596768,POLICE FACILITY / VEHICLE PARKING LOT,True,2026
2026-01-23 03:25:00,battery,41.70659985,-87.668186479,APARTMENT,False,2026
2026-01-23 03:15:00,criminal sexual assault,41.931636852,-87.659889032,APARTMENT,False,2026
2026-01-23 03:15:00,criminal damage,41.750156173,-87.627015187,APARTMENT,False,2026
2026-01-23 03:07:00,criminal damage,41.786488401,-87.771830662,RESIDENCE,True,2026
2026-01-23 03:00:00,burglary,41.824384229,-87.705562018,STREET,False,2026
2026-01-23 03:00:00,weapons violation,41.753141314,-87.555529125,APARTMENT,True,2026
2026-01-23 02:30:00,robbery,41.886843497,-87.765098817,CTA TRAIN,False,2026
2026-01-23 02:30:00,theft,41.85456641,-87.701691758,STREET,False,2026
2026-01-23 02:20:00,battery,41.758466396,-87.653943517,STREET,False,2026
2026-01-23 02:19:00,assault,41.878631263,-87.764808046,APARTMENT,False,2026
2026-01-23 02:14:00,assault,41.781874547,-87.659416183,APARTMENT,False,2026
2026-01-23 02:10:00,burglary,41.965106945,-87.741356617,STREET,False,2026
2026-01-23 02:00:00,battery,41.824927976,-87.674275344,APARTMENT,True,2026
2026-01-23 02:00:00,criminal sexual assault,41.800111734,-87.603933651,APARTMENT,False,2026
2026-01-23 02:00:00,battery,41.871841383,-87.7260922,HOTEL / MOTEL,False,2026
2026-01-23 01:56:00,theft,41.764632089,-87.628311641,GAS STATION,False,2026
2026-01-23 01:55:00,criminal damage,41.767380044,-87.622669443,APARTMENT,False,2026
2026-01-23 01:55:00,motor vehicle theft,41.763388741,-87.708411178,STREET,False,2026
2026-01-23 01:54:00,motor vehicle theft,41.942550253,-87.805672847,STREET,True,2026
2026-01-23 01:30:00,theft,41.899992336,-87.722560056,RESIDENCE - GARAGE,False,2026
2026-01-23 01:25:00,battery,41.881688266,-87.652768298,RESTAURANT,False,2026
2026-01-23 01:13:00,other offense,41.951350063,-87.715291126,STREET,False,2026
2026-01-23 01:10:00,assault,41.732137299,-87.663255594,SIDEWALK,False,2026
2026-01-23 01:06:00,battery,41.748065493,-87.641527745,RESIDENCE,False,2026
2026-01-23 01:00:00,theft,41.909342547,-87.666434944,APARTMENT,False,2026
2026-01-23 01:00:00,assault,41.804845164,-87.613871011,APARTMENT,False,2026
2026-01-23 01:00:00,motor vehicle theft,41.818117874,-87.702842461,STREET,False,2026
2026-01-23 01:00:00,criminal damage,41.910239984,-87.694934436,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,2026
2026-01-23 01:00:00,theft,41.899453778,-87.752035309,VEHICLE NON-COMMERCIAL,False,2026
2026-01-23 00:57:00,assault,41.876581784,-87.76048603,APARTMENT,False,2026
2026-01-23 00:50:00,theft,41.801401526,-87.605228353,STREET,False,2026
2026-01-23 00:46:00,other offense,41.980569228,-87.680381594,OTHER (SPECIFY),False,2026
2026-01-23 00:46:00,other offense,41.769231153,-87.569854828,APARTMENT,False,2026
2026-01-23 00:46:00,motor vehicle theft,41.886286762,-87.652161284,STREET,False,2026
2026-01-23 00:30:00,battery,41.908430535,-87.638509526,APARTMENT,False,2026
2026-01-23 00:30:00,battery,41.740504401,-87.647390895,BAR OR TAVERN,False,2026
2026-01-23 00:29:00,battery,41.794705533,-87.621879919,STREET,False,2026
2026-01-23 00:26:00,assault,41.912372789,-87.7264099,STREET,False,2026
2026-01-23 00:20:00,battery,41.935441154,-87.725445154,APARTMENT,False,2026
2026-01-23 00:20:00,assault,41.811065637,-87.697963292,RESIDENCE,True,2026
2026-01-23 00:15:00,deceptive practice,41.808634077,-87.645527495,CONVENIENCE STORE,False,2026
2026-01-23 00:01:00,motor vehicle theft,41.715307174,-87.603032664,STREET,False,2026
2026-01-23 00:01:00,criminal sexual assault,41.875155116,-87.667906709,HOSPITAL BUILDING / GROUNDS,False,2026
2026-01-23 00:00:00,battery,41.845085249,-87.618848403,RESIDENCE,True,2026
2026-01-23 00:00:00,battery,41.750940757,-87.625185222,STREET,True,2026
2026-01-23 00:00:00,battery,41.743503863,-87.60501807,SIDEWALK,False,2026
2026-01-23 00:00:00,criminal damage,41.789414665,-87.67053229,STREET,False,2026
2026-01-23 00:00:00,motor vehicle theft,41.781859493,-87.689815126,STREET,False,2026
2026-01-23 00:00:00,theft,41.904039992,-87.757599424,VEHICLE NON-COMMERCIAL,False,2026
2026-01-23 00:00:00,theft,41.951557763,-87.748657938,STREET,False,2026
2026-01-22 23:58:00,criminal damage,41.945999734,-87.802100856,STREET,False,2026
2026-01-22 23:51:00,criminal damage,41.877756484,-87.720642095,APARTMENT,False,2026
2026-01-22 23:50:00,assault,41.764221922,-87.684452865,ALLEY,False,2026
2026-01-22 23:30:00,battery,41.85273558,-87.701118816,APARTMENT,False,2026
2026-01-22 23:30:00,theft,41.963672992,-87.711995213,APARTMENT,False,2026
2026-01-22 23:19:00,criminal damage,41.943747145,-87.7904564,STREET,False,2026
2026-01-22 23:00:00,assault,41.996622677,-87.686180824,APARTMENT,False,2026
2026-01-22 23:00:00,theft,41.747600456,-87.607082535,APARTMENT,False,2026
2026-01-22 23:00:00,motor vehicle theft,41.794567257,-87.720745598,STREET,False,2026
2026-01-22 23:00:00,motor vehicle theft,41.734360124,-87.570799191,RESIDENCE,False,2026
2026-01-22 23:00:00,theft,41.870989256,-87.683708295,RESIDENCE - YARD (FRONT / BACK),False,2026
2026-01-22 23:00:00,criminal damage,41.734892934,-87.664256482,RESIDENCE,False,2026
2026-01-22 22:56:00,assault,41.7885061,-87.622307822,APARTMENT,True,2026
2026-01-22 22:50:00,battery,41.893261633,-87.628801359,BAR OR TAVERN,True,2026
2026-01-22 22:45:00,battery,41.793280756,-87.651207026,APARTMENT,True,2026
2026-01-22 22:43:00,offense involving children,42.009504327,-87.690653358,APARTMENT,False,2026
2026-01-22 22:40:00,criminal damage,41.760550284,-87.646719292,STREET,False,2026
2026-01-22 22:40:00,theft,41.844026941,-87.622100808,AIRPORT PARKING LOT,False,2026
2026-01-22 22:39:00,other offense,41.772998982,-87.576478539,GAS STATION,False,2026
2026-01-22 22:35:00,theft,41.970642017,-87.646280548,OTHER (SPECIFY),False,2026
2026-01-22 22:30:00,criminal damage,41.991376844,-87.656853941,APARTMENT,False,2026
2026-01-22 22:26:00,robbery,41.895363905,-87.726390989,SIDEWALK,False,2026
2026-01-22 22:25:00,motor vehicle theft,41.711983052,-87.615105267,STREET,False,2026
2026-01-22 22:15:00,battery,41.886382272,-87.763398884,APARTMENT,False,2026
2026-01-22 22:00:00,assault,41.954583139,-87.751064044,STREET,True,2026
2026-01-22 22:00:00,criminal damage,41.966029543,-87.658865072,ALLEY,False,2026
2026-01-22 21:46:00,robbery,41.754256907,-87.550483752,SIDEWALK,False,2026
2026-01-22 21:26:00,weapons violation,41.977898147,-87.751646086,STREET,False,2026
2026-01-22 21:26:00,robbery,41.736269116,-87.627768243,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-22 21:18:00,battery,41.922611595,-87.768371587,APARTMENT,False,2026
2026-01-22 21:08:00,battery,42.01980371,-87.666205668,APARTMENT,False,2026
2026-01-22 21:00:00,motor vehicle theft,41.967941439,-87.659661228,ALLEY,False,2026
2026-01-22 21:00:00,criminal damage,41.76372911,-87.582386216,APARTMENT,False,2026
2026-01-22 21:00:00,criminal damage,41.749492089,-87.664628949,APARTMENT,False,2026
2026-01-22 21:00:00,criminal damage,41.899255285,-87.631978901,APARTMENT,False,2026
2026-01-22 21:00:00,motor vehicle theft,41.975952217,-87.685000007,STREET,False,2026
2026-01-22 20:50:00,assault,41.897389871,-87.75688781,APARTMENT,False,2026
2026-01-22 20:48:00,interference with public officer,41.779960201,-87.632099778,GAS STATION,True,2026
2026-01-22 20:42:00,theft,41.794204028,-87.652796128,ALLEY,False,2026
2026-01-22 20:30:00,motor vehicle theft,41.966396464,-87.679118031,STREET,False,2026
2026-01-22 20:28:00,motor vehicle theft,41.901743443,-87.722613162,STREET,False,2026
2026-01-22 20:27:00,theft,41.823195352,-87.661786047,OTHER (SPECIFY),False,2026
2026-01-22 20:27:00,assault,41.867206743,-87.643090037,CONVENIENCE STORE,False,2026
2026-01-22 20:25:00,battery,41.766695879,-87.635968504,APARTMENT,True,2026
2026-01-22 20:22:00,assault,41.998734156,-87.660613118,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-22 20:20:00,battery,41.850563495,-87.695410705,SIDEWALK,False,2026
2026-01-22 20:20:00,theft,41.885874461,-87.625283558,RESIDENCE,False,2026
2026-01-22 20:17:00,narcotics,41.845471244,-87.705069648,STREET,True,2026
2026-01-22 20:00:00,assault,41.759738873,-87.590826076,APARTMENT,False,2026
2026-01-22 20:00:00,motor vehicle theft,41.75046233,-87.610058986,STREET,False,2026
2026-01-22 20:00:00,criminal damage,41.777750747,-87.600396201,APARTMENT,False,2026
2026-01-22 19:57:00,other offense,41.712467843,-87.602764478,APARTMENT,False,2026
2026-01-22 19:53:00,other offense,41.754331455,-87.634390852,APARTMENT,False,2026
2026-01-22 19:45:00,sex offense,41.853994985,-87.67710804,APARTMENT,False,2026
2026-01-22 19:43:00,battery,41.890419927,-87.723499644,RESIDENCE,True,2026
2026-01-22 19:40:00,prostitution,41.89107469,-87.658071238,COMMERCIAL / BUSINESS OFFICE,True,2026
2026-01-22 19:39:00,criminal trespass,41.78913051,-87.703434602,RESTAURANT,False,2026
2026-01-22 19:35:00,battery,41.970542863,-87.804827777,STREET,False,2026
2026-01-22 19:35:00,theft,41.867234401,-87.641301791,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-22 19:20:00,other offense,41.870230152,-87.747688708,APARTMENT,False,2026
2026-01-22 19:15:00,burglary,41.757215086,-87.563044633,APARTMENT,False,2026
2026-01-22 19:10:00,interference with public officer,41.721623049,-87.624701342,SIDEWALK,True,2026
2026-01-22 19:01:00,criminal damage,41.947227653,-87.655380005,OTHER (SPECIFY),False,2026
2026-01-22 19:00:00,burglary,41.784845589,-87.620595611,RESIDENCE,False,2026
2026-01-22 19:00:00,motor vehicle theft,42.007820933,-87.671128857,STREET,False,2026
2026-01-22 19:00:00,motor vehicle theft,41.771225857,-87.611394771,STREET,False,2026
2026-01-22 19:00:00,burglary,41.946542649,-87.714356095,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2026
2026-01-22 18:56:00,battery,41.851632109,-87.717738536,SMALL RETAIL STORE,True,2026
2026-01-22 18:55:00,theft,41.868541914,-87.639235361,DEPARTMENT STORE,False,2026
2026-01-22 18:50:00,battery,41.868097353,-87.716659073,OTHER (SPECIFY),False,2026
2026-01-22 18:45:00,motor vehicle theft,41.874886139,-87.751810024,STREET,False,2026
2026-01-22 18:45:00,theft,41.803671998,-87.703846021,DEPARTMENT STORE,False,2026
2026-01-22 18:45:00,criminal damage,41.898601883,-87.708945904,SIDEWALK,False,2026
2026-01-22 18:39:00,theft,41.990041822,-87.65895741,OTHER (SPECIFY),True,2026
2026-01-22 18:30:00,motor vehicle theft,41.963744823,-87.780796595,STREET,False,2026
2026-01-22 18:30:00,theft,41.922450956,-87.690355534,STREET,False,2026
2026-01-22 18:30:00,burglary,41.743915312,-87.55760822,RESIDENCE,False,2026
2026-01-22 18:28:00,assault,41.896939068,-87.634215423,SCHOOL - PRIVATE GROUNDS,False,2026
2026-01-22 18:27:00,motor vehicle theft,41.671829524,-87.634493467,RESIDENCE,False,2026
2026-01-22 18:26:00,assault,41.745036185,-87.602582264,APARTMENT,False,2026
2026-01-22 18:25:00,theft,41.939302309,-87.711614371,SMALL RETAIL STORE,True,2026
2026-01-22 18:25:00,battery,41.91687208,-87.683555481,APARTMENT,True,2026
2026-01-22 18:20:00,criminal damage,41.837797971,-87.731665446,STREET,False,2026
2026-01-22 18:20:00,criminal damage,41.88891071,-87.759189643,STREET,False,2026
2026-01-22 18:15:00,theft,41.794172544,-87.70357593,SMALL RETAIL STORE,False,2026
